Ma_Don,Ngay_Dat,Ma_Khach_Hang,So_Dien_Thoai,Tinh_Thanh,Ma_San_Pham,Ten_San_Pham,Nhom_Hang,So_Luong,Don_Gia,Ty_Le_Giam_Gia,Tien_Giam,Tong_Hang,VAT_10,Phi_Van_Chuyen,Tong_Thanh_Toan,Don_Vi_Giao,Phuong_Thuc_Thanh_Toan,Kenh_Ban,Trang_Thai,Ngay_Giao_Du_Kien,So_Lan_Khach_Quay_Lai,thuong_hieu,danh_muc
DH2020000686,2020-01-21,KH00004,0358998449,Cà Mau,SP006,Xiaomi Pad 6,?? ?i?n t?,3,"7,990,000",15%,"3,596,000","23,970,000","2,037,000","25,000","22,436,000",Ninja Van,Chuy?n kho?n,C?a hàng,?ã giao,2020-01-27,20,Xiaomi,Máy tính b?ng
DH2020004967,2020-01-21,KH00462,0328428318,Tây Ninh,SP003,iPhone 15,?? ?i?n t?,2,"19,990,000",5%,"1,999,000","39,980,000","3,798,000","18,000","41,797,000",J&T Express,Ví ?i?n t?,Facebook,?ã giao,2020-01-27,2,Apple,?i?n tho?i
DH2020005135,2020-01-21,KH00021,0783343025,??ng Nai,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,4,"1,190,000",10%,"476,000","4,760,000","428,000","28,000","4,740,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,C?a hàng,?ã giao,2020-01-24,20,Kingston,Linh ki?n
DH2020003747,2020-01-22,KH00001,0853807152,An Giang,SP021,S?c nhanh Anker 20W,?? ?i?n t?,4,"350,000",3%,"42,000","1,400,000","136,000","35,000","1,529,000",Ninja Van,Ví ?i?n t?,TikTok Shop,?ã giao,2020-01-27,20,Anker,Ph? ki?n
DH2020005234,2020-01-22,KH00037,0766654656,??ng Nai,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",20%,"1,598,000","7,990,000","639,000","18,000","7,049,000",Viettel Post,Ví ?i?n t?,C?a hàng,?ã giao,2020-01-27,20,Xiaomi,Máy tính b?ng
DH2020005898,2020-01-22,KH00019,0330686394,TP. H? Chí Minh,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",15%,"2,398,000","15,990,000","1,359,000","22,000","14,973,000",Giao Hàng Nhanh,COD,Facebook,?ã giao,2020-01-26,20,HP,Laptop
DH2020007248,2020-01-22,KH00030,0334101756,TP. H? Chí Minh,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",3%,"23,000","780,000","76,000","18,000","851,000",Giao Hàng Nhanh,Ví ?i?n t?,Facebook,?ã giao,2020-01-25,20,Logitech,Ph? ki?n
DH2020008579,2020-01-22,KH00038,0980108158,Cà Mau,SP025,Máy in Canon LBP 2900,?? ?i?n t?,8,"4,290,000",0%,0,"34,320,000","3,432,000","45,000","37,797,000",Giao Hàng Nhanh,Th? ngân hàng,Facebook,?ã giao,2020-01-27,20,Canon,Máy in
DH2020000597,2020-01-23,KH00394,0829710528,??ng Nai,SP011,Tai nghe AirPods 3,?? ?i?n t?,2,"3,990,000",3%,"239,000","7,980,000","774,000","28,000","8,543,000",J&T Express,Th? ngân hàng,Facebook,Hoàn hàng,2020-01-29,4,Apple,Tai nghe
DH2020002200,2020-01-23,KH00002,0771235506,??ng Nai,SP003,iPhone 15,?? ?i?n t?,5,"19,990,000",20%,"19,990,000","99,950,000","7,996,000","28,000","87,984,000",Viettel Post,Chuy?n kho?n,Shopee,?ã giao,2020-01-27,20,Apple,?i?n tho?i
DH2020004856,2020-01-23,KH00041,0769264412,V?nh Long,SP021,S?c nhanh Anker 20W,?? ?i?n t?,8,"350,000",5%,"140,000","2,800,000","266,000","28,000","2,954,000",Ninja Van,Chuy?n kho?n,Zalo,Hoàn hàng,2020-01-26,20,Anker,Ph? ki?n
DH2020007653,2020-01-23,KH00200,0816602850,Cà Mau,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",5%,"950,000","18,990,000","1,804,000","30,000","19,874,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Facebook,?ang giao,2020-01-27,5,Samsung,?i?n tho?i
DH2020008867,2020-01-23,KH00001,0853807152,TP. H? Chí Minh,SP019,Bàn phím Logitech K380,?? ?i?n t?,3,"690,000",12%,"248,000","2,070,000","182,000","45,000","2,049,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Shopee,?ã giao,2020-01-29,20,Logitech,Ph? ki?n
DH2020004848,2020-01-24,KH00017,0373648652,An Giang,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",12%,"94,000","780,000","69,000","30,000","785,000",Giao Hàng Nhanh,Ví ?i?n t?,C?a hàng,?ã giao,2020-01-28,20,Logitech,Ph? ki?n
DH2020006451,2020-01-24,KH00012,0963857509,??ng Nai,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",5%,"950,000","18,990,000","1,804,000","25,000","19,869,000",Giao Hàng Ti?t Ki?m,COD,TikTok Shop,?ã giao,2020-01-29,20,Samsung,?i?n tho?i
DH2020009021,2020-01-24,KH00002,0771235506,Cà Mau,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,1,"13,990,000",0%,0,"13,990,000","1,399,000","45,000","15,434,000",Ninja Van,Th? ngân hàng,Facebook,?ã giao,2020-01-30,20,Dell,Laptop
DH2020002327,2020-01-25,KH00001,0853807152,??ng Nai,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,2,"190,000",0%,0,"380,000","38,000","18,000","436,000",Giao Hàng Nhanh,Th? ngân hàng,Zalo,?ã giao,2020-01-31,20,Anker,Ph? ki?n
DH2020002458,2020-01-25,KH00180,0910734269,??ng Nai,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,2,"13,990,000",0%,0,"27,980,000","2,798,000","25,000","30,803,000",Viettel Post,Th? ngân hàng,Shopee,?ã giao,2020-01-29,5,Dell,Laptop
DH2020006971,2020-01-25,KH00015,0335350525,C?n Th?,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",20%,"2,398,000","11,990,000","959,000","40,000","10,591,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Shopee,Hoàn hàng,2020-01-27,20,LG,Tivi
DH2020009007,2020-01-25,KH00001,0853807152,TP. H? Chí Minh,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",3%,"71,000","2,380,000","231,000","45,000","2,585,000",Giao Hàng Nhanh,Ví ?i?n t?,Zalo,?ã giao,2020-01-30,20,Kingston,Linh ki?n
DH2020003442,2020-01-26,KH00005,0705762159,??ng Nai,SP016,Smart TV LG 55 inch,?? ?i?n t?,2,"11,990,000",3%,"719,000","23,980,000","2,326,000","35,000","25,622,000",VNPost,Ví ?i?n t?,TikTok Shop,?ã xác nh?n,2020-01-30,20,LG,Tivi
DH2020003626,2020-01-26,KH00063,0795093616,??ng Tháp,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",12%,"551,000","4,590,000","404,000","18,000","4,461,000",J&T Express,Chuy?n kho?n,Zalo,?ã giao,2020-01-31,19,Samsung,?i?n tho?i
DH2020004500,2020-01-26,KH00002,0771235506,V?nh Long,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",3%,"6,000","190,000","18,000","40,000","242,000",Viettel Post,Th? ngân hàng,Shopee,?ã giao,2020-01-28,20,Anker,Ph? ki?n
DH2020009100,2020-01-26,KH00053,0985337336,An Giang,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",0%,0,"11,980,000","1,198,000","30,000","13,208,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Facebook,?ã giao,2020-01-30,17,Apple,??ng h? thông minh
DH2020000569,2020-01-27,KH00014,0946009293,V?nh Long,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",20%,"798,000","3,990,000","319,000","18,000","3,529,000",Giao Hàng Ti?t Ki?m,COD,Shopee,Hoàn hàng,2020-02-01,20,Apple,Tai nghe
DH2020003308,2020-01-27,KH00003,0967250448,??ng Tháp,SP021,S?c nhanh Anker 20W,?? ?i?n t?,1,"350,000",12%,"42,000","350,000","31,000","30,000","369,000",J&T Express,Chuy?n kho?n,C?a hàng,?ã giao,2020-01-30,20,Anker,Ph? ki?n
DH2020006207,2020-01-27,KH00040,0352402878,V?nh Long,SP026,Camera Xiaomi C300,?? ?i?n t?,1,"990,000",5%,"50,000","990,000","94,000","28,000","1,062,000",Ninja Van,Ví ?i?n t?,Facebook,?ã giao,2020-01-30,20,Xiaomi,Camera
DH2020006578,2020-01-27,KH00548,0768734349,C?n Th?,SP008,Laptop Dell Inspiron 15,?? ?i?n t?,2,"13,990,000",3%,"839,000","27,980,000","2,714,000","18,000","29,873,000",J&T Express,Chuy?n kho?n,Zalo,?ã giao,2020-02-01,2,Dell,Laptop
DH2020007096,2020-01-27,KH00001,0853807152,C?n Th?,SP003,iPhone 15,?? ?i?n t?,2,"19,990,000",3%,"1,199,000","39,980,000","3,878,000","30,000","42,689,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,C?a hàng,?ã giao,2020-02-02,20,Apple,?i?n tho?i
DH2020008105,2020-01-27,KH00268,0799900170,??ng Tháp,SP019,Bàn phím Logitech K380,?? ?i?n t?,6,"690,000",5%,"207,000","4,140,000","393,000","40,000","4,366,000",Ninja Van,COD,TikTok Shop,?ã giao,2020-01-30,4,Logitech,Ph? ki?n
DH2020009404,2020-01-27,KH00402,0967026358,??ng Nai,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,3,"4,990,000",0%,0,"14,970,000","1,497,000","25,000","16,492,000",Ninja Van,COD,Website,?ang giao,2020-02-02,5,Xiaomi,?i?n tho?i
DH2020009873,2020-01-27,KH00049,0700753306,TP. H? Chí Minh,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,3,"4,990,000",3%,"449,000","14,970,000","1,452,000","45,000","16,018,000",Viettel Post,Ví ?i?n t?,C?a hàng,?ang giao,2020-02-01,20,Xiaomi,?i?n tho?i
DH2020000267,2020-01-28,KH00001,0853807152,V?nh Long,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",15%,"2,848,000","18,990,000","1,614,000","30,000","17,786,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Facebook,?ã giao,2020-02-03,20,Samsung,?i?n tho?i
DH2020003761,2020-01-28,KH00070,0869206033,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",0%,0,"3,990,000","399,000","25,000","4,414,000",VNPost,Chuy?n kho?n,Shopee,?ã giao,2020-01-30,12,Apple,Tai nghe
DH2020005241,2020-01-28,KH00001,0853807152,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,5,"990,000",10%,"495,000","4,950,000","446,000","35,000","4,936,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,C?a hàng,?ã giao,2020-02-01,20,Xiaomi,Tai nghe
DH2020005595,2020-01-28,KH00001,0853807152,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,2,"7,990,000",5%,"799,000","15,980,000","1,518,000","35,000","16,734,000",VNPost,Ví ?i?n t?,TikTok Shop,?ã giao,2020-01-30,20,Xiaomi,Máy tính b?ng
DH2020007247,2020-01-28,KH00010,0327703042,??ng Nai,SP003,iPhone 15,?? ?i?n t?,4,"19,990,000",5%,"3,998,000","79,960,000","7,596,000","30,000","83,588,000",Giao Hàng Nhanh,Th? ngân hàng,Shopee,?ã giao,2020-01-31,20,Apple,?i?n tho?i
DH2020009880,2020-01-28,KH00076,0913938665,Tây Ninh,SP021,S?c nhanh Anker 20W,?? ?i?n t?,10,"350,000",20%,"700,000","3,500,000","280,000","45,000","3,125,000",Viettel Post,COD,Zalo,?ã giao,2020-02-03,13,Anker,Ph? ki?n
DH2020000010,2020-01-29,KH00005,0705762159,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,2,"7,990,000",12%,"1,918,000","15,980,000","1,406,000","35,000","15,503,000",VNPost,COD,TikTok Shop,?ã giao,2020-02-04,20,Xiaomi,Máy tính b?ng
DH2020000788,2020-01-29,KH00013,0766116037,??ng Nai,SP025,Máy in Canon LBP 2900,?? ?i?n t?,2,"4,290,000",12%,"1,030,000","8,580,000","755,000","45,000","8,350,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,TikTok Shop,?ã giao,2020-01-31,20,Canon,Máy in
DH2020001073,2020-01-29,KH00071,0975871309,??ng Nai,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,1,"4,990,000",3%,"150,000","4,990,000","484,000","28,000","5,352,000",VNPost,Ví ?i?n t?,Zalo,?ã giao,2020-02-02,17,Xiaomi,?i?n tho?i
DH2020004594,2020-01-29,KH00394,0829710528,??ng Tháp,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,4,"12,990,000",0%,0,"51,960,000","5,196,000","30,000","57,186,000",Giao Hàng Nhanh,Th? ngân hàng,C?a hàng,?ã giao,2020-02-04,4,Asus,Laptop
DH2020006712,2020-01-29,KH00001,0853807152,??ng Nai,SP021,S?c nhanh Anker 20W,?? ?i?n t?,1,"350,000",15%,"52,000","350,000","30,000","28,000","356,000",Viettel Post,COD,Facebook,?ã giao,2020-02-02,20,Anker,Ph? ki?n
DH2020000811,2020-01-30,KH00001,0853807152,An Giang,SP017,Màn hình Dell 24 inch,?? ?i?n t?,1,"3,290,000",3%,"99,000","3,290,000","319,000","18,000","3,528,000",Viettel Post,Chuy?n kho?n,Zalo,?ã giao,2020-02-05,20,Dell,Màn hình
DH2020001105,2020-01-30,KH00004,0358998449,??ng Nai,SP009,Laptop HP Pavilion 14,?? ?i?n t?,2,"15,990,000",20%,"6,396,000","31,980,000","2,558,000","25,000","28,167,000",J&T Express,COD,Website,?ã giao,2020-02-03,20,HP,Laptop
DH2020005873,2020-01-30,KH00002,0771235506,TP. H? Chí Minh,SP012,Tai nghe Samsung Galaxy Buds FE,?? ?i?n t?,2,"1,590,000",12%,"382,000","3,180,000","280,000","25,000","3,103,000",Giao Hàng Nhanh,Th? ngân hàng,TikTok Shop,?ã giao,2020-02-03,20,Samsung,Tai nghe
DH2020007031,2020-01-30,KH00004,0358998449,C?n Th?,SP009,Laptop HP Pavilion 14,?? ?i?n t?,1,"15,990,000",10%,"1,599,000","15,990,000","1,439,000","18,000","15,848,000",Viettel Post,Ví ?i?n t?,Website,H?y ??n,2020-02-04,20,HP,Laptop
DH2020000282,2020-01-31,KH00026,0700425178,??ng Nai,SP025,Máy in Canon LBP 2900,?? ?i?n t?,4,"4,290,000",12%,"2,059,000","17,160,000","1,510,000","45,000","16,656,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Website,?ã xác nh?n,2020-02-03,20,Canon,Máy in
DH2020000783,2020-01-31,KH00004,0358998449,TP. H? Chí Minh,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",20%,"798,000","3,990,000","319,000","30,000","3,541,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,Website,Hoàn hàng,2020-02-04,20,Apple,Tai nghe
DH2020003237,2020-01-31,KH00001,0853807152,Cà Mau,SP005,Xiaomi Redmi Note 13,?? ?i?n t?,5,"4,990,000",0%,0,"24,950,000","2,495,000","28,000","27,473,000",Viettel Post,Chuy?n kho?n,C?a hàng,?ã giao,2020-02-03,20,Xiaomi,?i?n tho?i
DH2020004476,2020-01-31,KH00010,0327703042,TP. H? Chí Minh,SP019,Bàn phím Logitech K380,?? ?i?n t?,4,"690,000",5%,"138,000","2,760,000","262,000","18,000","2,902,000",Ninja Van,COD,Zalo,?ã giao,2020-02-05,20,Logitech,Ph? ki?n
DH2020005729,2020-01-31,KH00002,0771235506,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,5,"12,990,000",0%,0,"64,950,000","6,495,000","45,000","71,490,000",VNPost,Th? ngân hàng,Shopee,?ang giao,2020-02-04,20,Asus,Laptop
DH2020006013,2020-01-31,KH00704,0848919380,TP. H? Chí Minh,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",15%,"688,000","4,590,000","390,000","35,000","4,327,000",J&T Express,Ví ?i?n t?,Facebook,H?y ??n,2020-02-06,2,Samsung,?i?n tho?i
DH2020008403,2020-01-31,KH00001,0853807152,V?nh Long,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",20%,"918,000","4,590,000","367,000","18,000","4,057,000",Ninja Van,COD,Facebook,?ã giao,2020-02-02,20,Samsung,?i?n tho?i
DH2020009193,2020-01-31,KH01636,0810674399,Tây Ninh,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",12%,"286,000","2,380,000","209,000","18,000","2,321,000",Giao Hàng Nhanh,Ví ?i?n t?,Website,Hoàn hàng,2020-02-06,1,Kingston,Linh ki?n
DH2020009700,2020-01-31,KH00043,0701939481,V?nh Long,SP011,Tai nghe AirPods 3,?? ?i?n t?,4,"3,990,000",7%,"1,117,000","15,960,000","1,484,000","30,000","16,357,000",J&T Express,COD,TikTok Shop,?ã giao,2020-02-05,18,Apple,Tai nghe
DH2020001470,2020-02-01,KH00001,0853807152,Cà Mau,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,4,"7,990,000",0%,0,"31,960,000","3,196,000","40,000","35,196,000",J&T Express,Ví ?i?n t?,Shopee,?ã giao,2020-02-04,20,Samsung,Tivi
DH2020003256,2020-02-01,KH00002,0771235506,V?nh Long,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",5%,"650,000","12,990,000","1,234,000","28,000","13,602,000",Viettel Post,Ví ?i?n t?,Website,Hoàn hàng,2020-02-03,20,Asus,Laptop
DH2020000872,2020-02-02,KH00001,0853807152,V?nh Long,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,1,"12,990,000",0%,0,"12,990,000","1,299,000","35,000","14,324,000",Viettel Post,Ví ?i?n t?,TikTok Shop,?ã giao,2020-02-07,20,Asus,Laptop
DH2020001996,2020-02-02,KH00002,0771235506,??ng Nai,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,2,"1,190,000",3%,"71,000","2,380,000","231,000","25,000","2,565,000",Ninja Van,Ví ?i?n t?,Shopee,?ã giao,2020-02-06,20,Kingston,Linh ki?n
DH2020002882,2020-02-02,KH00063,0795093616,Cà Mau,SP003,iPhone 15,?? ?i?n t?,1,"19,990,000",5%,"1,000,000","19,990,000","1,899,000","28,000","20,917,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Zalo,?ã giao,2020-02-08,19,Apple,?i?n tho?i
DH2020003395,2020-02-02,KH00013,0766116037,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,2,"5,990,000",10%,"1,198,000","11,980,000","1,078,000","40,000","11,900,000",VNPost,Chuy?n kho?n,Website,?ã giao,2020-02-04,20,Apple,??ng h? thông minh
DH2020006345,2020-02-02,KH00022,0933464208,TP. H? Chí Minh,SP023,Apple Watch SE,?? ?i?n t?,3,"5,990,000",5%,"898,000","17,970,000","1,707,000","28,000","18,807,000",J&T Express,Chuy?n kho?n,Shopee,?ang giao,2020-02-07,20,Apple,??ng h? thông minh
DH2020006438,2020-02-02,KH00030,0334101756,Cà Mau,SP009,Laptop HP Pavilion 14,?? ?i?n t?,3,"15,990,000",0%,0,"47,970,000","4,797,000","40,000","52,807,000",Giao Hàng Ti?t Ki?m,COD,Shopee,?ã giao,2020-02-05,20,HP,Laptop
DH2020001168,2020-02-03,KH00006,0885212220,??ng Nai,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",10%,"1,899,000","18,990,000","1,709,000","18,000","18,818,000",VNPost,COD,Zalo,?ã giao,2020-02-09,20,Samsung,?i?n tho?i
DH2020002431,2020-02-03,KH00022,0933464208,??ng Tháp,SP018,Chu?t Logitech M331,?? ?i?n t?,1,"390,000",7%,"27,000","390,000","36,000","35,000","434,000",Ninja Van,Chuy?n kho?n,Zalo,?ã giao,2020-02-09,20,Logitech,Ph? ki?n
DH2020004325,2020-02-03,KH00014,0946009293,??ng Tháp,SP019,Bàn phím Logitech K380,?? ?i?n t?,1,"690,000",7%,"48,000","690,000","64,000","45,000","751,000",Giao Hàng Nhanh,COD,Website,Hoàn hàng,2020-02-07,20,Logitech,Ph? ki?n
DH2020005409,2020-02-03,KH00003,0967250448,??ng Tháp,SP024,Samsung Galaxy Watch6,?? ?i?n t?,3,"5,490,000",0%,0,"16,470,000","1,647,000","40,000","18,157,000",Viettel Post,Ví ?i?n t?,Shopee,?ã giao,2020-02-07,20,Samsung,??ng h? thông minh
DH2020000906,2020-02-04,KH00002,0771235506,Tây Ninh,SP015,Smart TV Samsung 43 inch,?? ?i?n t?,4,"7,990,000",3%,"959,000","31,960,000","3,100,000","18,000","34,119,000",Giao Hàng Ti?t Ki?m,Ví ?i?n t?,Zalo,?ã giao,2020-02-06,20,Samsung,Tivi
DH2020006264,2020-02-04,KH00224,0353883877,TP. H? Chí Minh,SP019,Bàn phím Logitech K380,?? ?i?n t?,3,"690,000",12%,"248,000","2,070,000","182,000","22,000","2,026,000",VNPost,COD,TikTok Shop,?ã giao,2020-02-10,3,Logitech,Ph? ki?n
DH2020009610,2020-02-04,KH00010,0327703042,Tây Ninh,SP001,Samsung Galaxy A15,?? ?i?n t?,1,"4,590,000",20%,"918,000","4,590,000","367,000","22,000","4,061,000",J&T Express,Ví ?i?n t?,TikTok Shop,?ã giao,2020-02-09,20,Samsung,?i?n tho?i
DH2020000060,2020-02-05,KH00001,0853807152,TP. H? Chí Minh,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",5%,"10,000","190,000","18,000","35,000","233,000",Giao Hàng Ti?t Ki?m,Chuy?n kho?n,Website,?ã giao,2020-02-10,20,Anker,Ph? ki?n
DH2020006405,2020-02-05,KH00016,0983133743,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,1,"990,000",3%,"30,000","990,000","96,000","30,000","1,086,000",VNPost,COD,C?a hàng,?ã giao,2020-02-08,20,Xiaomi,Tai nghe
DH2020007211,2020-02-05,KH00007,0341806456,TP. H? Chí Minh,SP006,Xiaomi Pad 6,?? ?i?n t?,1,"7,990,000",3%,"240,000","7,990,000","775,000","18,000","8,543,000",Ninja Van,Ví ?i?n t?,Zalo,?ã giao,2020-02-11,20,Xiaomi,Máy tính b?ng
DH2020001600,2020-02-06,KH00007,0341806456,??ng Nai,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,1,"1,190,000",0%,0,"1,190,000","119,000","18,000","1,327,000",Ninja Van,Ví ?i?n t?,TikTok Shop,?ã giao,2020-02-12,20,JBL,Loa
DH2020007364,2020-02-06,KH00002,0771235506,Tây Ninh,SP026,Camera Xiaomi C300,?? ?i?n t?,2,"990,000",0%,0,"1,980,000","198,000","35,000","2,213,000",J&T Express,Th? ngân hàng,Website,?ã giao,2020-02-09,20,Xiaomi,Camera
DH2020000056,2020-02-07,KH00162,0848919515,TP. H? Chí Minh,SP013,Tai nghe Xiaomi Redmi Buds 5,?? ?i?n t?,3,"990,000",12%,"356,000","2,970,000","261,000","22,000","2,897,000",Viettel Post,COD,Shopee,?ã giao,2020-02-12,6,Xiaomi,Tai nghe
DH2020000588,2020-02-07,KH00016,0983133743,An Giang,SP025,Máy in Canon LBP 2900,?? ?i?n t?,2,"4,290,000",0%,0,"8,580,000","858,000","28,000","9,466,000",J&T Express,Chuy?n kho?n,Zalo,?ã giao,2020-02-12,20,Canon,Máy in
DH2020001626,2020-02-07,KH00002,0771235506,TP. H? Chí Minh,SP002,Samsung Galaxy S24,?? ?i?n t?,1,"18,990,000",10%,"1,899,000","18,990,000","1,709,000","22,000","18,822,000",Ninja Van,COD,Website,?ang giao,2020-02-10,20,Samsung,?i?n tho?i
DH2020007630,2020-02-07,KH00002,0771235506,TP. H? Chí Minh,SP010,Laptop Asus Vivobook 15,?? ?i?n t?,3,"12,990,000",0%,0,"38,970,000","3,897,000","40,000","42,907,000",J&T Express,Th? ngân hàng,Zalo,?ã giao,2020-02-09,20,Asus,Laptop
DH2020008030,2020-02-07,KH00001,0853807152,??ng Nai,SP011,Tai nghe AirPods 3,?? ?i?n t?,1,"3,990,000",5%,"200,000","3,990,000","379,000","40,000","4,209,000",Ninja Van,COD,Facebook,?ã giao,2020-02-12,20,Apple,Tai nghe
DH2020009583,2020-02-07,KH00054,0331975267,Tây Ninh,SP014,Loa Bluetooth JBL Go 4,?? ?i?n t?,2,"1,190,000",5%,"119,000","2,380,000","226,000","25,000","2,512,000",Ninja Van,COD,Zalo,H?y ??n,2020-02-09,18,JBL,Loa
DH2020002008,2020-02-08,KH00002,0771235506,An Giang,SP007,MacBook Air M2,?? ?i?n t?,1,"23,990,000",10%,"2,399,000","23,990,000","2,159,000","25,000","23,775,000",VNPost,Ví ?i?n t?,Zalo,?ã giao,2020-02-14,20,Apple,Laptop
DH2020004538,2020-02-08,KH00005,0705762159,??ng Nai,SP003,iPhone 15,?? ?i?n t?,3,"19,990,000",5%,"2,998,000","59,970,000","5,697,000","35,000","62,704,000",Giao Hàng Nhanh,Chuy?n kho?n,TikTok Shop,?ã giao,2020-02-10,20,Apple,?i?n tho?i
DH2020005314,2020-02-08,KH00045,0919373445,??ng Nai,SP018,Chu?t Logitech M331,?? ?i?n t?,2,"390,000",10%,"78,000","780,000","70,000","40,000","812,000",Giao Hàng Nhanh,Chuy?n kho?n,Facebook,?ã giao,2020-02-13,20,Logitech,Ph? ki?n
DH2020008660,2020-02-08,KH00002,0771235506,??ng Tháp,SP019,Bàn phím Logitech K380,?? ?i?n t?,2,"690,000",3%,"41,000","1,380,000","134,000","30,000","1,503,000",Ninja Van,Chuy?n kho?n,Zalo,?ã giao,2020-02-11,20,Logitech,Ph? ki?n
DH2020009016,2020-02-08,KH00002,0771235506,Cà Mau,SP016,Smart TV LG 55 inch,?? ?i?n t?,1,"11,990,000",0%,0,"11,990,000","1,199,000","28,000","13,217,000",Viettel Post,Chuy?n kho?n,Zalo,?ã giao,2020-02-14,20,LG,Tivi
DH2020000235,2020-02-09,KH00106,0866062478,C?n Th?,SP020,? c?ng SSD Kingston 500GB,?? ?i?n t?,1,"1,190,000",0%,0,"1,190,000","119,000","40,000","1,349,000",VNPost,Chuy?n kho?n,C?a hàng,?ã giao,2020-02-14,12,Kingston,Linh ki?n
DH2020002661,2020-02-09,KH00005,0705762159,C?n Th?,SP024,Samsung Galaxy Watch6,?? ?i?n t?,1,"5,490,000",12%,"659,000","5,490,000","483,000","45,000","5,359,000",VNPost,Chuy?n kho?n,C?a hàng,?ã giao,2020-02-15,20,Samsung,??ng h? thông minh
DH2020002768,2020-02-09,KH00002,0771235506,C?n Th?,SP022,Cáp s?c Type-C Anker,?? ?i?n t?,1,"190,000",0%,0,"190,000","19,000","45,000","254,000",Giao Hàng Ti?t Ki?m,Th? ngân hàng,C?a hàng,?ã giao,2020-02-12,20,Anker,Ph? ki?n
DH2020009243,2020-02-09,KH00109,0933510066,TP. H? Chí Minh,SP004,iPhone 14,?? ?i?n t?,5,"16,990,000",7%,"5,947,000","84,950,000","7,900,000","18,000","86,921,000",Giao Hàng Nhanh,Th? ngân hàng,Shopee,?ã giao,2020-02-12,8,Apple,?i?n tho?i
DH2020009414,2020-02-09,KH00001,0853807152,??ng Nai,SP026,Camera Xiaomi C300,?? ?i?n t?,6,"990,000",0%,0,"5,940,000","594,000","40,000","6,574,000",Giao Hàng Nhanh,Chuy?n kho?n,Facebook,?ã giao,2020-02-13,20,Xiaomi,Camera
