Ma_Don;Ngay_Dat;So_Dien_Thoai;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong; Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ; Tong_Hang ; Phi_Van_Chuyen ; Tong_Thanh_Toan ;Don_Vi_Giao;Phuong_Thuc_Thanh_Toan;Kenh_Ban;Trang_Thai;Ngay_Giao_Du_Kien;So_Lan_Khach_Quay_Lai;Thuong_Hieu;Danh_Muc
DH2020007040;16/01/2020;329823170;An Giang;Xã Chợ Mới;461 Nguyễn Văn Cừ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0; - ₫ ;990,00 ₫;25,00 ₫; 1,114,000 ₫ ;Giao Hàng Nhanh;COD;TikTok Shop;Hoàn hàng;20/01/2020;20;Xiaomi;Tai nghe
DH2020007305;16/01/2020;771235506;TP. Hồ Chí Minh;Phường Thủ Đức;391 Hai Bà Trưng;SP015;Smart TV Samsung 43 inch;Đồ điện tử;3; 7,990,000 ₫ ;0.1; 2,397,000 ₫ ; 23,970,000 ₫ ;28,00 ₫; 23,758,000 ₫ ;J&T Express;Ví điện tử;Facebook;Đã giao;21/01/2020;20;Samsung;Tivi
DH2020008500;16/01/2020;853050012;TP. Hồ Chí Minh;Phường Bình Thạnh;513 Nguyễn Huệ;SP001;Samsung Galaxy A15;Đồ điện tử;8; 4,590,000 ₫ ;0.2; 7,344,000 ₫ ; 36,720,000 ₫ ;28,00 ₫; 32,342,000 ₫ ;Ninja Van;Thẻ ngân hàng;Website;Đã giao;21/01/2020;20;Samsung;Điện thoại
DH2020009167;16/01/2020;853807152;TP. Hồ Chí Minh;Phường Sài Gòn;358 Hai Bà Trưng;SP008;Laptop Dell Inspiron 15;Đồ điện tử;3; 13,990,000 ₫ ;0.07; 2,938,000 ₫ ; 41,970,000 ₫ ;45,00 ₫; 42,980,000 ₫ ;J&T Express;COD;TikTok Shop;Đang giao;20/01/2020;20;Dell;Laptop
DH2020009190;16/01/2020;972420157;An Giang;Phường Long Xuyên;158 Nguyễn Văn Cừ;SP010;Laptop Asus Vivobook 15;Đồ điện tử;1; 12,990,000 ₫ ;0.03;390,00 ₫; 12,990,000 ₫ ;18,00 ₫; 13,878,000 ₫ ;Viettel Post;Thẻ ngân hàng;Website;Đã giao;22/01/2020;2;Asus;Laptop
DH2020001312;17/01/2020;381818855;Tây Ninh;Phường Tây Ninh;211 Trần Hưng Đạo;SP001;Samsung Galaxy A15;Đồ điện tử;4; 4,590,000 ₫ ;0.15; 2,754,000 ₫ ; 18,360,000 ₫ ;30,00 ₫; 17,197,000 ₫ ;J&T Express;COD;Cửa hàng;Đã giao;20/01/2020;3;Samsung;Điện thoại
DH2020003288;17/01/2020;967250448;Đồng Tháp;Phường Cao Lãnh;434 Nguyễn Huệ;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0; - ₫ ; 3,990,000 ₫ ;40,00 ₫; 4,429,000 ₫ ;Ninja Van;Thẻ ngân hàng;Website;Đã giao;21/01/2020;20;Apple;Tai nghe
DH2020006693;17/01/2020;705762159;Cần Thơ;Phường Thốt Nốt;113 Nguyễn Văn Cừ;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0; - ₫ ;190,00 ₫;22,00 ₫;231,00 ₫;Giao Hàng Nhanh;Ví điện tử;TikTok Shop;Đã giao;22/01/2020;20;Anker;Phụ kiện
DH2020001898;18/01/2020;332403574;Vĩnh Long;Xã Trà Ôn;260 3 Tháng 2;SP011;Tai nghe AirPods 3;Đồ điện tử;4; 3,990,000 ₫ ;0.03;479,00 ₫; 15,960,000 ₫ ;18,00 ₫; 17,047,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Facebook;Đã giao;21/01/2020;9;Apple;Tai nghe
DH2020002631;18/01/2020;853807152;Vĩnh Long;Xã Long Hồ;283 Nguyễn Văn Cừ;SP018;Chuột Logitech M331;Đồ điện tử;3;390,00 ₫;0.12;140,00 ₫; 1,170,000 ₫ ;25,00 ₫; 1,158,000 ₫ ;Ninja Van;Ví điện tử;Zalo;Đã giao;23/01/2020;20;Logitech;Phụ kiện
DH2020002677;18/01/2020;336521154;Tây Ninh;Xã Châu Thành;442 Cách Mạng Tháng Tám;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;3; 1,190,000 ₫ ;0.15;536,00 ₫; 3,570,000 ₫ ;35,00 ₫; 3,372,000 ₫ ;Viettel Post;Chuyển khoản;Website;Đã xác nhận;22/01/2020;3;JBL;Loa
DH2020004617;18/01/2020;341806456;An Giang;Phường Châu Đốc;400 Trần Hưng Đạo;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.1;459,00 ₫; 4,590,000 ₫ ;28,00 ₫; 4,572,000 ₫ ;Viettel Post;Chuyển khoản;Shopee;Hoàn hàng;20/01/2020;20;Samsung;Điện thoại
DH2020006508;18/01/2020;967250448;TP. Hồ Chí Minh;Phường Tân Bình;190 Võ Văn Kiệt;SP011;Tai nghe AirPods 3;Đồ điện tử;3; 3,990,000 ₫ ;0.05;598,00 ₫; 11,970,000 ₫ ;30,00 ₫; 12,539,000 ₫ ;VNPost;Chuyển khoản;Facebook;Đang giao;24/01/2020;20;Apple;Tai nghe
DH2020007287;18/01/2020;853807152;Đồng Nai;Xã Nhơn Trạch;294 Hai Bà Trưng;SP010;Laptop Asus Vivobook 15;Đồ điện tử;4; 12,990,000 ₫ ;0.07; 3,637,000 ₫ ; 51,960,000 ₫ ;22,00 ₫; 53,177,000 ₫ ;J&T Express;Ví điện tử;TikTok Shop;Đã giao;20/01/2020;20;Asus;Laptop
DH2020007445;18/01/2020;853807152;Đồng Nai;Phường Biên Hòa;537 Hai Bà Trưng;SP008;Laptop Dell Inspiron 15;Đồ điện tử;1; 13,990,000 ₫ ;0.05;700,00 ₫; 13,990,000 ₫ ;40,00 ₫; 14,659,000 ₫ ;VNPost;COD;Website;Đã giao;20/01/2020;20;Dell;Laptop
DH2020007595;18/01/2020;853807152;Cần Thơ;Phường Bình Thủy;491 Phạm Văn Đồng;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.12;395,00 ₫; 3,290,000 ₫ ;25,00 ₫; 3,210,000 ₫ ;Viettel Post;Thẻ ngân hàng;Zalo;Đang giao;24/01/2020;20;Dell;Màn hình
DH2020009485;18/01/2020;885212220;Đồng Tháp;Phường Sa Đéc;337 Hai Bà Trưng;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.1; 1,599,000 ₫ ; 15,990,000 ₫ ;22,00 ₫; 15,852,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Đã giao;24/01/2020;20;HP;Laptop
DH2020001467;19/01/2020;775400682;An Giang;Phường Long Xuyên;36 Nguyễn Huệ;SP003;iPhone 15;Đồ điện tử;3; 19,990,000 ₫ ;0; - ₫ ; 59,970,000 ₫ ;25,00 ₫; 65,992,000 ₫ ;Viettel Post;Thẻ ngân hàng;Zalo;Đã giao;22/01/2020;5;Apple;Điện thoại
DH2020006716;19/01/2020;967250448;TP. Hồ Chí Minh;Phường Tân Định;488 Nguyễn Huệ;SP019;Bàn phím Logitech K380;Đồ điện tử;1;690,00 ₫;0.12;83,00 ₫;690,00 ₫;18,00 ₫;686,00 ₫;Ninja Van;COD;Shopee;Đã xác nhận;23/01/2020;20;Logitech;Phụ kiện
DH2020009594;19/01/2020;853807152;Đồng Nai;Phường Long Khánh;110 Lý Thường Kiệt;SP024;Samsung Galaxy Watch6;Đồ điện tử;2; 5,490,000 ₫ ;0.1; 1,098,000 ₫ ; 10,980,000 ₫ ;40,00 ₫; 10,910,000 ₫ ;Viettel Post;Ví điện tử;Facebook;Đã xác nhận;24/01/2020;20;Samsung;Đồng hồ thông minh
DH2020000686;21/01/2020;358998449;Cà Mau;Xã Trần Văn Thời;522 Nguyễn Huệ;SP006;Xiaomi Pad 6;Đồ điện tử;3; 7,990,000 ₫ ;0.15; 3,596,000 ₫ ; 23,970,000 ₫ ;25,00 ₫; 22,436,000 ₫ ;Ninja Van;Chuyển khoản;Cửa hàng;Đã giao;27/01/2020;20;Xiaomi;Máy tính bảng
DH2020004967;21/01/2020;328428318;Tây Ninh;Xã Tân Biên;281 Nam Kỳ Khởi Nghĩa;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0.05; 1,999,000 ₫ ; 39,980,000 ₫ ;18,00 ₫; 41,797,000 ₫ ;J&T Express;Ví điện tử;Facebook;Đã giao;27/01/2020;2;Apple;Điện thoại
DH2020005135;21/01/2020;783343025;Đồng Nai;Xã Long Thành;571 Cách Mạng Tháng Tám;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;4; 1,190,000 ₫ ;0.1;476,00 ₫; 4,760,000 ₫ ;28,00 ₫; 4,740,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Cửa hàng;Đã giao;24/01/2020;20;Kingston;Linh kiện
DH2020003747;22/01/2020;853807152;An Giang;Xã Tịnh Biên;38 Nguyễn Trãi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;4;350,00 ₫;0.03;42,00 ₫; 1,400,000 ₫ ;35,00 ₫; 1,529,000 ₫ ;Ninja Van;Ví điện tử;TikTok Shop;Đã giao;27/01/2020;20;Anker;Phụ kiện
DH2020005234;22/01/2020;766654656;Đồng Nai;Xã Nhơn Trạch;204 Hai Bà Trưng;SP006;Xiaomi Pad 6;Đồ điện tử;1; 7,990,000 ₫ ;0.2; 1,598,000 ₫ ; 7,990,000 ₫ ;18,00 ₫; 7,049,000 ₫ ;Viettel Post;Ví điện tử;Cửa hàng;Đã giao;27/01/2020;20;Xiaomi;Máy tính bảng
DH2020005898;22/01/2020;330686394;TP. Hồ Chí Minh;Phường Chợ Lớn;485 Trần Hưng Đạo;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.15; 2,398,000 ₫ ; 15,990,000 ₫ ;22,00 ₫; 14,973,000 ₫ ;Giao Hàng Nhanh;COD;Facebook;Đã giao;26/01/2020;20;HP;Laptop
DH2020007248;22/01/2020;334101756;TP. Hồ Chí Minh;Phường An Khánh;116 Cách Mạng Tháng Tám;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0.03;23,00 ₫;780,00 ₫;18,00 ₫;851,00 ₫;Giao Hàng Nhanh;Ví điện tử;Facebook;Đã giao;25/01/2020;20;Logitech;Phụ kiện
DH2020008579;22/01/2020;980108158;Cà Mau;Xã Trần Văn Thời;172 Võ Văn Kiệt;SP025;Máy in Canon LBP 2900;Đồ điện tử;8; 4,290,000 ₫ ;0; - ₫ ; 34,320,000 ₫ ;45,00 ₫; 37,797,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Facebook;Đã giao;27/01/2020;20;Canon;Máy in
DH2020000597;23/01/2020;829710528;Đồng Nai;Xã Nhơn Trạch;596 Cách Mạng Tháng Tám;SP011;Tai nghe AirPods 3;Đồ điện tử;2; 3,990,000 ₫ ;0.03;239,00 ₫; 7,980,000 ₫ ;28,00 ₫; 8,543,000 ₫ ;J&T Express;Thẻ ngân hàng;Facebook;Hoàn hàng;29/01/2020;4;Apple;Tai nghe
DH2020002200;23/01/2020;771235506;Đồng Nai;Phường Long Khánh;409 Nam Kỳ Khởi Nghĩa;SP003;iPhone 15;Đồ điện tử;5; 19,990,000 ₫ ;0.2; 19,990,000 ₫ ; 99,950,000 ₫ ;28,00 ₫; 87,984,000 ₫ ;Viettel Post;Chuyển khoản;Shopee;Đã giao;27/01/2020;20;Apple;Điện thoại
DH2020004856;23/01/2020;769264412;Vĩnh Long;Xã Mang Thít;477 Cách Mạng Tháng Tám;SP021;Sạc nhanh Anker 20W;Đồ điện tử;8;350,00 ₫;0.05;140,00 ₫; 2,800,000 ₫ ;28,00 ₫; 2,954,000 ₫ ;Ninja Van;Chuyển khoản;Website;Hoàn hàng;26/01/2020;20;Anker;Phụ kiện
DH2020007653;23/01/2020;816602850;Cà Mau;Xã Đầm Dơi;454 Trần Hưng Đạo;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.05;950,00 ₫; 18,990,000 ₫ ;30,00 ₫; 19,874,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Facebook;Đang giao;27/01/2020;5;Samsung;Điện thoại
DH2020008867;23/01/2020;853807152;TP. Hồ Chí Minh;Phường Bến Thành;17 Võ Văn Kiệt;SP019;Bàn phím Logitech K380;Đồ điện tử;3;690,00 ₫;0.12;248,00 ₫; 2,070,000 ₫ ;45,00 ₫; 2,049,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Shopee;Đã giao;29/01/2020;20;Logitech;Phụ kiện
DH2020004848;24/01/2020;373648652;An Giang;Xã Tri Tôn;267 Điện Biên Phủ;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0.12;94,00 ₫;780,00 ₫;30,00 ₫;785,00 ₫;Giao Hàng Nhanh;Ví điện tử;Cửa hàng;Đã giao;28/01/2020;20;Logitech;Phụ kiện
DH2020006451;24/01/2020;963857509;Đồng Nai;Phường Long Khánh;214 Phạm Văn Đồng;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.05;950,00 ₫; 18,990,000 ₫ ;25,00 ₫; 19,869,000 ₫ ;Giao Hàng Tiết Kiệm;COD;TikTok Shop;Đã giao;29/01/2020;20;Samsung;Điện thoại
DH2020009021;24/01/2020;771235506;Cà Mau;Xã Trần Văn Thời;292 Quang Trung;SP008;Laptop Dell Inspiron 15;Đồ điện tử;1; 13,990,000 ₫ ;0; - ₫ ; 13,990,000 ₫ ;45,00 ₫; 15,434,000 ₫ ;Ninja Van;Thẻ ngân hàng;Facebook;Đã giao;30/01/2020;20;Dell;Laptop
DH2020002327;25/01/2020;853807152;Đồng Nai;Phường Trấn Biên;61 3 Tháng 2;SP022;Cáp sạc Type-C Anker;Đồ điện tử;2;190,00 ₫;0; - ₫ ;380,00 ₫;18,00 ₫;436,00 ₫;Giao Hàng Nhanh;Thẻ ngân hàng;Website;Đã giao;31/01/2020;20;Anker;Phụ kiện
DH2020002458;25/01/2020;910734269;Đồng Nai;Xã Long Thành;86 Nam Kỳ Khởi Nghĩa;SP008;Laptop Dell Inspiron 15;Đồ điện tử;2; 13,990,000 ₫ ;0; - ₫ ; 27,980,000 ₫ ;25,00 ₫; 30,803,000 ₫ ;Viettel Post;Thẻ ngân hàng;Shopee;Đã giao;29/01/2020;5;Dell;Laptop
DH2020006971;25/01/2020;335350525;Cần Thơ;Phường Bình Thủy;69 Cách Mạng Tháng Tám;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.2; 2,398,000 ₫ ; 11,990,000 ₫ ;40,00 ₫; 10,591,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Shopee;Hoàn hàng;27/01/2020;20;LG;Tivi
DH2020009007;25/01/2020;853807152;TP. Hồ Chí Minh;Phường Tân Bình;204 Quang Trung;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2; 1,190,000 ₫ ;0.03;71,00 ₫; 2,380,000 ₫ ;45,00 ₫; 2,585,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Website;Đã giao;30/01/2020;20;Kingston;Linh kiện
DH2020003442;26/01/2020;705762159;Đồng Nai;Phường Trấn Biên;499 Nguyễn Văn Cừ;SP016;Smart TV LG 55 inch;Đồ điện tử;2; 11,990,000 ₫ ;0.03;719,00 ₫; 23,980,000 ₫ ;35,00 ₫; 25,622,000 ₫ ;VNPost;Ví điện tử;TikTok Shop;Đã xác nhận;30/01/2020;20;LG;Tivi
DH2020003626;26/01/2020;795093616;Đồng Tháp;Xã Tháp Mười;35 Cách Mạng Tháng Tám;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.12;551,00 ₫; 4,590,000 ₫ ;18,00 ₫; 4,461,000 ₫ ;J&T Express;Chuyển khoản;Website;Đã giao;31/01/2020;19;Samsung;Điện thoại
DH2020004500;26/01/2020;771235506;Vĩnh Long;Xã Long Hồ;44 Hai Bà Trưng;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0.03;6,00 ₫;190,00 ₫;40,00 ₫;242,00 ₫;Viettel Post;Thẻ ngân hàng;Shopee;Đã giao;28/01/2020;20;Anker;Phụ kiện
DH2020009100;26/01/2020;985337336;An Giang;Phường Châu Đốc;236 Nguyễn Huệ;SP023;Apple Watch SE;Đồ điện tử;2; 5,990,000 ₫ ;0; - ₫ ; 11,980,000 ₫ ;30,00 ₫; 13,208,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Facebook;Đã giao;30/01/2020;17;Apple;Đồng hồ thông minh
DH2020000569;27/01/2020;946009293;Vĩnh Long;Xã Mang Thít;494 Lê Lợi;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.2;798,00 ₫; 3,990,000 ₫ ;18,00 ₫; 3,529,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Hoàn hàng;01/02/2020;20;Apple;Tai nghe
DH2020003308;27/01/2020;967250448;Đồng Tháp;Xã Lấp Vò;318 Pasteur;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.12;42,00 ₫;350,00 ₫;30,00 ₫;369,00 ₫;J&T Express;Chuyển khoản;Cửa hàng;Đã giao;30/01/2020;20;Anker;Phụ kiện
DH2020006207;27/01/2020;352402878;Vĩnh Long;Xã Trà Ôn;27 3 Tháng 2;SP026;Camera Xiaomi C300;Đồ điện tử;1;990,00 ₫;0.05;50,00 ₫;990,00 ₫;28,00 ₫; 1,062,000 ₫ ;Ninja Van;Ví điện tử;Facebook;Đã giao;30/01/2020;20;Xiaomi;Camera
DH2020006578;27/01/2020;768734349;Cần Thơ;Phường Cái Răng;141 Điện Biên Phủ;SP008;Laptop Dell Inspiron 15;Đồ điện tử;2; 13,990,000 ₫ ;0.03;839,00 ₫; 27,980,000 ₫ ;18,00 ₫; 29,873,000 ₫ ;J&T Express;Chuyển khoản;Website;Đã giao;01/02/2020;2;Dell;Laptop
DH2020007096;27/01/2020;853807152;Cần Thơ;Phường Thốt Nốt;389 Lý Thường Kiệt;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0.03; 1,199,000 ₫ ; 39,980,000 ₫ ;30,00 ₫; 42,689,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Cửa hàng;Đã giao;02/02/2020;20;Apple;Điện thoại
DH2020008105;27/01/2020;799900170;Đồng Tháp;Xã Lai Vung;81 Trần Hưng Đạo;SP019;Bàn phím Logitech K380;Đồ điện tử;6;690,00 ₫;0.05;207,00 ₫; 4,140,000 ₫ ;40,00 ₫; 4,366,000 ₫ ;Ninja Van;COD;TikTok Shop;Đã giao;30/01/2020;4;Logitech;Phụ kiện
DH2020009404;27/01/2020;967026358;Đồng Nai;Phường Biên Hòa;492 Trần Hưng Đạo;SP005;Xiaomi Redmi Note 13;Đồ điện tử;3; 4,990,000 ₫ ;0; - ₫ ; 14,970,000 ₫ ;25,00 ₫; 16,492,000 ₫ ;Ninja Van;COD;Zalo;Đang giao;02/02/2020;5;Xiaomi;Điện thoại
DH2020009873;27/01/2020;700753306;TP. Hồ Chí Minh;Phường Bình Thạnh;387 Pasteur;SP005;Xiaomi Redmi Note 13;Đồ điện tử;3; 4,990,000 ₫ ;0.03;449,00 ₫; 14,970,000 ₫ ;45,00 ₫; 16,018,000 ₫ ;Viettel Post;Ví điện tử;Cửa hàng;Đang giao;01/02/2020;20;Xiaomi;Điện thoại
DH2020000267;28/01/2020;853807152;Vĩnh Long;Xã Tam Bình;95 Nguyễn Trãi;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.15; 2,848,000 ₫ ; 18,990,000 ₫ ;30,00 ₫; 17,786,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Facebook;Đã giao;03/02/2020;20;Samsung;Điện thoại
DH2020003761;28/01/2020;869206033;TP. Hồ Chí Minh;Phường Sài Gòn;318 Trần Hưng Đạo;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0; - ₫ ; 3,990,000 ₫ ;25,00 ₫; 4,414,000 ₫ ;VNPost;Chuyển khoản;Shopee;Đã giao;30/01/2020;12;Apple;Tai nghe
DH2020005241;28/01/2020;853807152;TP. Hồ Chí Minh;Phường Tân Bình;588 Nguyễn Huệ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;5;990,00 ₫;0.1;495,00 ₫; 4,950,000 ₫ ;35,00 ₫; 4,936,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Cửa hàng;Đã giao;01/02/2020;20;Xiaomi;Tai nghe
DH2020005595;28/01/2020;853807152;TP. Hồ Chí Minh;Phường Bình Thạnh;589 Trần Hưng Đạo;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.05;799,00 ₫; 15,980,000 ₫ ;35,00 ₫; 16,734,000 ₫ ;VNPost;Ví điện tử;TikTok Shop;Đã giao;30/01/2020;20;Xiaomi;Máy tính bảng
DH2020007247;28/01/2020;327703042;Đồng Nai;Phường Trấn Biên;596 Lê Lợi;SP003;iPhone 15;Đồ điện tử;4; 19,990,000 ₫ ;0.05; 3,998,000 ₫ ; 79,960,000 ₫ ;30,00 ₫; 83,588,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Shopee;Đã giao;31/01/2020;20;Apple;Điện thoại
DH2020009880;28/01/2020;913938665;Tây Ninh;Xã Châu Thành;159 3 Tháng 2;SP021;Sạc nhanh Anker 20W;Đồ điện tử;10;350,00 ₫;0.2;700,00 ₫; 3,500,000 ₫ ;45,00 ₫; 3,125,000 ₫ ;Viettel Post;COD;Website;Đã giao;03/02/2020;13;Anker;Phụ kiện
DH2020000010;29/01/2020;705762159;TP. Hồ Chí Minh;Phường Bến Thành;214 Nguyễn Trãi;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.12; 1,918,000 ₫ ; 15,980,000 ₫ ;35,00 ₫; 15,503,000 ₫ ;VNPost;COD;TikTok Shop;Đã giao;04/02/2020;20;Xiaomi;Máy tính bảng
DH2020000788;29/01/2020;766116037;Đồng Nai;Xã Định Quán;189 Lê Lợi;SP025;Máy in Canon LBP 2900;Đồ điện tử;2; 4,290,000 ₫ ;0.12; 1,030,000 ₫ ; 8,580,000 ₫ ;45,00 ₫; 8,350,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;TikTok Shop;Đã giao;31/01/2020;20;Canon;Máy in
DH2020001073;29/01/2020;975871309;Đồng Nai;Xã Định Quán;403 Phạm Văn Đồng;SP005;Xiaomi Redmi Note 13;Đồ điện tử;1; 4,990,000 ₫ ;0.03;150,00 ₫; 4,990,000 ₫ ;28,00 ₫; 5,352,000 ₫ ;VNPost;Ví điện tử;Website;Đã giao;02/02/2020;17;Xiaomi;Điện thoại
DH2020004594;29/01/2020;829710528;Đồng Tháp;Xã Tháp Mười;11 Hai Bà Trưng;SP010;Laptop Asus Vivobook 15;Đồ điện tử;4; 12,990,000 ₫ ;0; - ₫ ; 51,960,000 ₫ ;30,00 ₫; 57,186,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Cửa hàng;Đã giao;04/02/2020;4;Asus;Laptop
DH2020006712;29/01/2020;853807152;Đồng Nai;Xã Định Quán;188 Lê Lợi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.15;52,00 ₫;350,00 ₫;28,00 ₫;356,00 ₫;Viettel Post;COD;Facebook;Đã giao;02/02/2020;20;Anker;Phụ kiện
DH2020000811;30/01/2020;853807152;An Giang;Phường Long Xuyên;239 Lê Lợi;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.03;99,00 ₫; 3,290,000 ₫ ;18,00 ₫; 3,528,000 ₫ ;Viettel Post;Chuyển khoản;Website;Đã giao;05/02/2020;20;Dell;Màn hình
DH2020001105;30/01/2020;358998449;Đồng Nai;Xã Long Thành;564 Nam Kỳ Khởi Nghĩa;SP009;Laptop HP Pavilion 14;Đồ điện tử;2; 15,990,000 ₫ ;0.2; 6,396,000 ₫ ; 31,980,000 ₫ ;25,00 ₫; 28,167,000 ₫ ;J&T Express;COD;Zalo;Đã giao;03/02/2020;20;HP;Laptop
DH2020005873;30/01/2020;771235506;TP. Hồ Chí Minh;Phường Thủ Đức;509 Nguyễn Huệ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.12;382,00 ₫; 3,180,000 ₫ ;25,00 ₫; 3,103,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;TikTok Shop;Đã giao;03/02/2020;20;Samsung;Tai nghe
DH2020007031;30/01/2020;358998449;Cần Thơ;Phường Bình Thủy;182 Phạm Văn Đồng;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.1; 1,599,000 ₫ ; 15,990,000 ₫ ;18,00 ₫; 15,848,000 ₫ ;Viettel Post;Ví điện tử;Zalo;Hủy đơn;04/02/2020;20;HP;Laptop
DH2020000282;31/01/2020;700425178;Đồng Nai;Xã Nhơn Trạch;312 Võ Văn Kiệt;SP025;Máy in Canon LBP 2900;Đồ điện tử;4; 4,290,000 ₫ ;0.12; 2,059,000 ₫ ; 17,160,000 ₫ ;45,00 ₫; 16,656,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Zalo;Đã xác nhận;03/02/2020;20;Canon;Máy in
DH2020000783;31/01/2020;358998449;TP. Hồ Chí Minh;Phường Chợ Lớn;573 Điện Biên Phủ;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.2;798,00 ₫; 3,990,000 ₫ ;30,00 ₫; 3,541,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Zalo;Hoàn hàng;04/02/2020;20;Apple;Tai nghe
DH2020003237;31/01/2020;853807152;Cà Mau;Xã Trần Văn Thời;182 Lý Thường Kiệt;SP005;Xiaomi Redmi Note 13;Đồ điện tử;5; 4,990,000 ₫ ;0; - ₫ ; 24,950,000 ₫ ;28,00 ₫; 27,473,000 ₫ ;Viettel Post;Chuyển khoản;Cửa hàng;Đã giao;03/02/2020;20;Xiaomi;Điện thoại
DH2020004476;31/01/2020;327703042;TP. Hồ Chí Minh;Phường Chợ Lớn;189 3 Tháng 2;SP019;Bàn phím Logitech K380;Đồ điện tử;4;690,00 ₫;0.05;138,00 ₫; 2,760,000 ₫ ;18,00 ₫; 2,902,000 ₫ ;Ninja Van;COD;Website;Đã giao;05/02/2020;20;Logitech;Phụ kiện
DH2020005729;31/01/2020;771235506;TP. Hồ Chí Minh;Phường Tân Định;125 Nam Kỳ Khởi Nghĩa;SP010;Laptop Asus Vivobook 15;Đồ điện tử;5; 12,990,000 ₫ ;0; - ₫ ; 64,950,000 ₫ ;45,00 ₫; 71,490,000 ₫ ;VNPost;Thẻ ngân hàng;Shopee;Đang giao;04/02/2020;20;Asus;Laptop
